Name, Address, Failed inspection on, Alive for x years
MCDONALD'S,203 N LA SALLE ST ,2014-09-08T00:00:00.000,4
CEMITAS PUEBLA,817 W FULTON MARKET ,2014-09-08T00:00:00.000,4
CEMITAS PUEBLA,817 W FULTON MARKET ,2014-09-08T00:00:00.000,4
MCDONALD'S,233 N MICHIGAN AVE ,2014-09-08T00:00:00.000,4
LA SIRENA CLANDESTINA,954 W FULTON MARKET ,2014-09-08T00:00:00.000,4
PEET'S COFFEE & TEA,41 E 8th ST ,2014-09-08T00:00:00.000,4
HAROLD'S CHICKEN,804 W WASHINGTON BLVD ,2014-09-08T00:00:00.000,3
POLK STREET CO.,548 W POLK ST ,2014-09-09T00:00:00.000,4
DOSIRAK,1514 W TAYLOR ST ,2014-09-09T00:00:00.000,4
SUSHI PINK,909 W WASHINGTON BLVD ,2014-09-09T00:00:00.000,4
FLIRTY CUPCAKES,1030 W TAYLOR ST ,2014-09-10T00:00:00.000,4
UNION PARK LOUNGE,228 S RACINE AVE ,2014-09-10T00:00:00.000,3
DUNKIN DONUTS,1519 W MADISON ,2014-09-10T00:00:00.000,6
TAJ MAHAL,1512 W TAYLOR ST ,2014-09-11T00:00:00.000,5
COMFORT SUITES,320 N MICHIGAN AVE ,2014-09-12T00:00:00.000,4
PEET'S COFFEE & TEA,1328 S HALSTED ST ,2014-09-12T00:00:00.000,4
MRS FIELDS COOKIES,32 E RANDOLPH ST ,2014-09-12T00:00:00.000,4
PEPPERINO PIZZERIA,1501 W MADISON ST ,2014-09-15T00:00:00.000,3
THE BEER BISTRO,1061 W MADISON ST ,2014-09-16T00:00:00.000,4
TAJ MAHAL,1512 W TAYLOR ST ,2014-09-18T00:00:00.000,5
LEONA'S PIZZERIA,1419 W TAYLOR ST ,2014-09-18T00:00:00.000,2
LEONA'S PIZZERIA,1419 W TAYLOR ST ,2014-09-18T00:00:00.000,2
MOMOTARO,820 W LAKE ST ,2014-09-18T00:00:00.000,6
MOMOTARO,820 W LAKE ST ,2014-09-18T00:00:00.000,6
PATIO RESTAURANT,1503 W TAYLOR ST ,2014-09-19T00:00:00.000,4
POLK STREET CO.,548 W POLK ST ,2014-09-23T00:00:00.000,4
CHIPOTLE MEXICAN GRILL,316 N MICHIGAN AVE ,2014-09-23T00:00:00.000,5
JIMMY JOHN'S,200 E RANDOLPH ST ,2014-09-24T00:00:00.000,5
PEET'S COFFEE & TEA,1328 S HALSTED ST ,2014-09-26T00:00:00.000,4
NOODLES & COMPANY #673,1100 S CANAL ST ,2014-09-26T00:00:00.000,5
JAMBA JUICE COMPANY,1322 S HALSTED ST ,2014-09-30T00:00:00.000,-2
CHIPOTLE,311 S WACKER DR ,2014-10-02T00:00:00.000,5
GRUB RESTAURANT CHICAGO,1230 W TAYLOR ST ,2014-10-02T00:00:00.000,2
CHIPOTLE,311 S WACKER DR ,2014-10-02T00:00:00.000,5
PEET'S COFFEE & TEA,10 S LA SALLE ST ,2014-10-03T00:00:00.000,4
McDONALD'S,225 S CANAL ST ,2014-10-07T00:00:00.000,6
HAUTE & READY CATERING,116 N ABERDEEN ST ,2014-10-07T00:00:00.000,3
HOME CHEF,1321 W LAKE ST ,2014-10-08T00:00:00.000,2
McDONALD'S,29 N WACKER DR ,2014-10-08T00:00:00.000,6
MAXIM'S RESTAURANT INC,20 N CLARK ST ,2014-10-08T00:00:00.000,4
DUNKIN DONUTS,62 E JACKSON BLVD ,2014-10-08T00:00:00.000,6
JIMMY JOHN'S - LASALLE,180 N LA SALLE ST ,2014-10-09T00:00:00.000,2
FRUVE XPRESS JUICERY,1130 S WABASH AVE ,2014-10-09T00:00:00.000,4
LOU MALNATI'S PIZZERIA,1235 W RANDOLPH ST ,2014-10-09T00:00:00.000,6
LOU MALNATI'S PIZZERIA,1235 W RANDOLPH ST ,2014-10-09T00:00:00.000,6
RED KIVA,1106-1108 W RANDOLPH ST ,2014-10-09T00:00:00.000,2
KINDERCARE LEARNING CENTERS,1501 S STATE ST ,2014-10-10T00:00:00.000,4
BOUTIQUE BITES,224 N ADA ,2014-10-14T00:00:00.000,4
FRESHII,200 E RANDOLPH ST ,2014-10-14T00:00:00.000,5
BOUTIQUE BITES,224 N ADA ,2014-10-14T00:00:00.000,4
DUNKIN DONUTS,215 W LAKE ST ,2014-10-14T00:00:00.000,6
TOPPERS PIZZA,727 S STATE ST ,2014-10-14T00:00:00.000,2
YOLK,1120 S MICHIGAN AVE ,2014-10-15T00:00:00.000,4
XSPORT FITNESS,819 S STATE ST ,2014-10-16T00:00:00.000,6
LOU MALNATI'S PIZZERIA,1235 W RANDOLPH ST ,2014-10-16T00:00:00.000,6
THE JUNCTION CHICAGO,225 S CANAL ST ,2014-10-16T00:00:00.000,4
STARBUCKS COFFEE #2247,55 E JACKSON BLVD ,2014-10-16T00:00:00.000,5
PIZZERIA DEL MERCATO,1154 W FULTON MARKET ,2014-10-16T00:00:00.000,4
PIZZERIA DEL MERCATO,1154 W FULTON MARKET ,2014-10-16T00:00:00.000,4
LOU MALNATI'S PIZZERIA,1235 W RANDOLPH ST ,2014-10-16T00:00:00.000,6
DOUGHNUT VAULT,111 N CANAL ST ,2014-10-17T00:00:00.000,4
TOWN HOUSE RESTAURANT & WINE BAR,111 S WACKER DR ,2014-10-21T00:00:00.000,4
WAFFLES,1400 S MICHIGAN AVE ,2014-10-21T00:00:00.000,6
MCDONALD'S,1378-84 W LAKE ST ,2014-10-22T00:00:00.000,4
WAFFLES,1400 S MICHIGAN AVE ,2014-10-22T00:00:00.000,6
SAWTOOTH RESTAURANT AND LOUNGE,1350 W RANDOLPH ST ,2014-10-22T00:00:00.000,2
PROTEIN BAR,120 S RIVERSIDE PLZ ,2014-10-23T00:00:00.000,6
PINKYS RESTAURANT,100 W RANDOLPH ST ,2014-10-28T00:00:00.000,4
FRESHII,311 S WACKER DR ,2014-10-28T00:00:00.000,5
SUSHI SAI,123 N WACKER DR ,2014-10-31T00:00:00.000,4
ARAMARK AT BOEING,100 N RIVERSIDE PLZ ,2014-11-04T00:00:00.000,5
ZENWICH,206 W VAN BUREN ST ,2014-11-04T00:00:00.000,4
JOY YEE NOODLE,1335 S HALSTED ST ,2014-11-04T00:00:00.000,4
ARAMARK AT BOEING,100 N RIVERSIDE PLZ ,2014-11-04T00:00:00.000,5
URBAN COUNTER,1221 S WABASH AVE FL ,2014-11-04T00:00:00.000,1
ROOM 12,1152 S WABASH AVE ,2014-11-05T00:00:00.000,4
MY THAI,333 S STATE ST ,2014-11-06T00:00:00.000,-5
7-ELEVEN,1350 S HALSTED ST ,2014-11-07T00:00:00.000,6
JIMMY JOHN'S - TAYLOR,1133 W TAYLOR ST ,2014-11-10T00:00:00.000,2
BISTRO 151/BAR AT 151,151 E WACKER DR ,2014-11-10T00:00:00.000,4
ARISTA FOODS,112 N MAY ST ,2014-11-12T00:00:00.000,2
STARBUCKS COFFEE #238,70 W MADISON ST ,2014-11-14T00:00:00.000,5
THE CONGRESS HOTEL,520 S MICHIGAN AVE ,2014-11-17T00:00:00.000,4
THE CONGRESS HOTEL,520 S MICHIGAN AVE ,2014-11-17T00:00:00.000,4
SUSHI DOKKU,823 W RANDOLPH ST ,2014-11-18T00:00:00.000,5
SUSHI DOKKU,823 W RANDOLPH ST ,2014-11-18T00:00:00.000,5
JW MARRIOTT HOTEL CHICAGO,151 W ADAMS ST ,2014-11-18T00:00:00.000,5
KAISER TIGER,1415 W RANDOLPH ST ,2014-11-19T00:00:00.000,6
KAISER TIGER,1415 W RANDOLPH ST ,2014-11-19T00:00:00.000,6
STARBUCKS COFFEE #238,70 W MADISON ST ,2014-11-21T00:00:00.000,5
WING STOP,12 E HARRISON ST ,2014-11-21T00:00:00.000,2
SUSHI DOKKU,823 W RANDOLPH ST ,2014-11-24T00:00:00.000,5
SUSHI DOKKU,823 W RANDOLPH ST ,2014-11-24T00:00:00.000,5
GRK GREEK KITCHEN,111 W MONROE ST ,2014-11-26T00:00:00.000,5
GOOD STUFF EATERY,22 S WABASH AVE ,2014-11-26T00:00:00.000,5
EXPRESS GRILL INC,1260 S UNION AVE ,2014-12-03T00:00:00.000,4
NIU B,888 S MICHIGAN AVE ,2014-12-03T00:00:00.000,6
TOWER MARKET AND GRILL,216 W JACKSON BLVD ,2014-12-03T00:00:00.000,2
BRASSERIE BY LM,800 S MICHIGAN AVE ,2014-12-03T00:00:00.000,3
CVS/PHARMACY #3674,105 S WABASH AVE ,2014-12-04T00:00:00.000,6
TRADITION,160 N FRANKLIN ST ,2014-12-05T00:00:00.000,4
POMPEI BAKERY,1531 W TAYLOR ST ,2014-12-08T00:00:00.000,4
POTBELLY SANDWICH WORKS LLC,55 E JACKSON BLVD ,2014-12-08T00:00:00.000,5
VHC LOWER, LLC,203 N WABASH AVE ,2014-12-11T00:00:00.000,5
VHC LOWER, LLC,203 N WABASH AVE ,2014-12-11T00:00:00.000,5
ASADA,180 N WELLS ST ,2014-12-12T00:00:00.000,5
BANH MI BA GET,214 W VAN BUREN ST ,2014-12-15T00:00:00.000,2
NESH MEDITERRANEAN GRILL,205 W MONROE ST ,2014-12-15T00:00:00.000,4
VENICE CAFE,233 S WACKER DR ,2014-12-16T00:00:00.000,4
DUNKIN DONUTS,1519 W MADISON ,2014-12-16T00:00:00.000,6
ZAPATISTA,1307 S WABASH AVE ,2014-12-17T00:00:00.000,2
BANH MI BA GET,214 W VAN BUREN ST ,2014-12-19T00:00:00.000,2
SUBWAY,1252 S HALSTED ST ,2014-12-22T00:00:00.000,6
GOOD STUFF EATERY,22 S WABASH AVE ,2014-12-22T00:00:00.000,5
CORDI - MARIAN CENTER,1100 S MAY ST ,2014-12-22T00:00:00.000,5
SUBWAY,1232 S CANAL ST ,2014-12-23T00:00:00.000,6
BAR LOUIE,47 W POLK ST ,2014-12-24T00:00:00.000,5
BILLYS GOAT'S,1535 W MADISON ST ,2014-12-29T00:00:00.000,4
THE CORNED BEEF FACTORY SANDWICH SHOP,1009-1011 W LAKE ST ,2014-12-31T00:00:00.000,5
BILLYS GOAT'S,1535 W MADISON ST ,2014-12-31T00:00:00.000,4
Porkchop,29 E ADAMS ST ,2015-01-02T00:00:00.000,4
JIMMY JOHN'S,6 E MADISON ST ,2015-01-05T00:00:00.000,4
RAMEN TAKEYA,819 W W FULTON MARKET ,2015-01-06T00:00:00.000,4
DEPT OF REHABILITATION SVC/VFP (KAVA CAFE),77 W JACKSON BLVD ,2015-01-08T00:00:00.000,3
MACY'S,111 N STATE ST ,2015-01-08T00:00:00.000,5
VAPIANO,44 S WABASH AVE ,2015-01-15T00:00:00.000,4
HONG KONG DELIGHT III, INC,1238 S CANAL ST ,2015-01-15T00:00:00.000,1
MAXIM'S RESTAURANT INC,20 N CLARK ST ,2015-01-16T00:00:00.000,3
CHARTWELLS,525 S STATE ST ,2015-01-16T00:00:00.000,5
FRESHII,50 E WASHINGTON ST ,2015-01-16T00:00:00.000,4
FRESHII,50 E WASHINGTON ST ,2015-01-16T00:00:00.000,4
PANERA BREAD  # 1190,250 S WACKER DR ,2015-01-20T00:00:00.000,4
SUBWAY SANDWICH,630 S CLARK ST ,2015-01-20T00:00:00.000,4
METROPOLITAN CLUB,233 S WACKER DR ,2015-01-20T00:00:00.000,3
LALO SUBWAY INC,77 W JACKSON BLVD ,2015-01-21T00:00:00.000,3
COSI,33 N DEARBORN ST ,2015-01-22T00:00:00.000,3
DUNKIN DONUTS / BASKIN ROBBINS,233 N MICHIGAN AVE ,2015-01-23T00:00:00.000,3
WHOLE FOODS MARKET,1101 S CANAL ST ,2015-01-26T00:00:00.000,4
PANDA EXPRESS #389,100 W RANDOLPH ST ,2015-02-03T00:00:00.000,5
ARA ON,190 S LA SALLE ST ,2015-02-03T00:00:00.000,3
RAMEN TAKEYA,819 W FULTON ,2015-02-05T00:00:00.000,4
PANDA EXPRESS #389,100 W RANDOLPH ST ,2015-02-05T00:00:00.000,5
MOMOTARO,820 W LAKE ST ,2015-02-05T00:00:00.000,5
RAMEN TAKEYA,819 W FULTON ,2015-02-05T00:00:00.000,4
ZEUS GYROS INC,806 W JACKSON BLVD ,2015-02-06T00:00:00.000,3
Subway Sandwiches,808 W JACKSON BLVD ,2015-02-09T00:00:00.000,3
LOTUS CAFE & BANH MI SANDWICHES,719 W MAXWELL ST ,2015-02-09T00:00:00.000,3
7-ELEVEN,1524 W TAYLOR ST ,2015-02-11T00:00:00.000,5
CEMITAS PUEBLA,817 W FULTON MARKET ,2015-02-13T00:00:00.000,3
PANDA EXPRESS #389,100 W RANDOLPH ST ,2015-02-17T00:00:00.000,5
AU BON PAIN,829 S WABASH ST ,2015-02-19T00:00:00.000,3
JIMMY JOHNS,216 W JACKSON BLVD ,2015-02-20T00:00:00.000,3
TAYLOR FOOD MART,1059 W TAYLOR ST ,2015-02-24T00:00:00.000,2
DEMITASSE,1066 W TAYLOR ST ,2015-02-24T00:00:00.000,3
SAUCY PORKA,400 S FINANCIAL PL ,2015-02-25T00:00:00.000,4
JOY YEE NOODLE,1335 S HALSTED ST ,2015-02-26T00:00:00.000,3
ELEPHANT & CASTLE PUB & RESTAURANT,111 W ADAMS ST ,2015-02-27T00:00:00.000,3
THE COFFEE ALLEY,1152 W TAYLOR ST ,2015-02-27T00:00:00.000,3
SKRINECHOPS,400 S FINANCIAL PL ,2015-02-27T00:00:00.000,1
JIMMY JOHN'S - TAYLOR,1133 W TAYLOR ST ,2015-03-04T00:00:00.000,1
ARBYS,100 W RANDOLPH ST ,2015-03-04T00:00:00.000,3
DIZA HOSPITALITY GROUP, LLC ATRIUM CHICKEN,100 W RANDOLPH ST ,2015-03-06T00:00:00.000,3
DUNKIN DONUTS,205 W WACKER DR ,2015-03-06T00:00:00.000,5
POCKETS,309 W LAKE ST ,2015-03-10T00:00:00.000,3
NICHOLAS QUALITY MEATS,908 W RANDOLPH ST ,2015-03-10T00:00:00.000,3
BAR TAKITO,952 W LAKE ST ,2015-03-10T00:00:00.000,3
RED MANGO,151 E Randolph ST ,2015-03-11T00:00:00.000,4
Jaks Tap,901 W JACKSON BLVD ,2015-03-12T00:00:00.000,3
PEARL TAVERN,180 N WACKER DR ,2015-03-16T00:00:00.000,3
J.P. GRAZIANO GROCERY CO INC.,901 W RANDOLPH ST ,2015-03-17T00:00:00.000,3
DUNKIN DONUTS,62 E JACKSON BLVD ,2015-03-17T00:00:00.000,5
JIMMY JOHN'S - VAN BUREN,812 W VAN BUREN ST ,2015-03-18T00:00:00.000,3
7-ELEVEN # 33731,954 W MONROE ST ,2015-03-19T00:00:00.000,5
HANA RESTAURANT,1311 W TAYLOR ST ,2015-03-20T00:00:00.000,3
GRK GREEK KITCHEN,400 S WELLS ST ,2015-03-24T00:00:00.000,4
GRK GREEK KITCHEN,400 S WELLS ST ,2015-03-24T00:00:00.000,4
FLO & SANTO,1310 S WABASH AVE ,2015-03-24T00:00:00.000,3
POPEYES LOUISIANA KITCHEN,1251 S HALSTED ST ,2015-03-30T00:00:00.000,3
THE SILVERSMITH HOTEL & SUITES,10-16 S WABASH AVE ,2015-04-02T00:00:00.000,4
HAWKEYE'S BAR & GRILL INC,1458 W TAYLOR ST ,2015-04-02T00:00:00.000,3
KHOSAN & TAYLOR,1104 W TAYLOR ST ,2015-04-02T00:00:00.000,4
COCHAN VOLANT,100 W MONROE ST ,2015-04-08T00:00:00.000,4
COCHAN VOLANT,100 W MONROE ST ,2015-04-08T00:00:00.000,4
LORETTA'S BAKE SHOP AND CAFE,939 W RANDOLPH ,2015-04-08T00:00:00.000,3
COCHAN VOLANT,100 W MONROE ST ,2015-04-08T00:00:00.000,4
THE GARAGE,116 N ABERDEEN ST ,2015-04-10T00:00:00.000,0
MARIANO'S FRESH MARKET #8503,333 E BENTON PL ,2015-04-14T00:00:00.000,4
BILLYS GOAT'S,1535 W MADISON ST ,2015-04-17T00:00:00.000,3
GLAZED AND INFUSED, LLC,222 N LA SALLE ST ,2015-04-17T00:00:00.000,3
WISHBONE RESTAURANT,1001 W WASHINGTON BLVD ,2015-04-20T00:00:00.000,3
BELLA! BACINO'S,75 E WACKER DR ,2015-04-20T00:00:00.000,3
ZENWICH,206 W VAN BUREN ST ,2015-04-21T00:00:00.000,3
GODDESS AND THE BAKER,33 S WABASH AVE ,2015-04-22T00:00:00.000,4
GODDESS AND THE BAKER,33 S WABASH AVE ,2015-04-22T00:00:00.000,4
TACO BELL,100 W RANDOLPH ST ,2015-04-23T00:00:00.000,5
IT TAKES A VILLAGE AT RIVER CITY,800 S WELLS ST ,2015-04-29T00:00:00.000,3
CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE ,2015-05-05T00:00:00.000,4
CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE ,2015-05-05T00:00:00.000,4
THE CHERRY CIRCLE ROOM,12 S MICHIGAN AVE ,2015-05-05T00:00:00.000,4
CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE ,2015-05-05T00:00:00.000,4
THE CHERRY CIRCLE ROOM,12 S MICHIGAN AVE ,2015-05-05T00:00:00.000,4
THE CHERRY CIRCLE ROOM,12 S MICHIGAN AVE ,2015-05-05T00:00:00.000,4
CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE ,2015-05-05T00:00:00.000,4
CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE ,2015-05-05T00:00:00.000,4
PATIO RESTAURANT,1503 W TAYLOR ST ,2015-05-05T00:00:00.000,3
EXCHEQUER RESTAURANT,224-226 S WABASH AVE ,2015-05-06T00:00:00.000,5
POTBELLY SANDWICH WORKS,200 S MICHIGAN AVE ,2015-05-08T00:00:00.000,4
TACO BURRITO KING,405 S WELLS ST ,2015-05-11T00:00:00.000,4
SCAFURI BAKERY,1337 W TAYLOR ST ,2015-05-12T00:00:00.000,-7
TUTTO ITALIANO,501 S WELLS ST ,2015-05-14T00:00:00.000,3
PIZZERIA DEL MERCATO,1154 W FULTON MARKET ,2015-05-18T00:00:00.000,3
HEAVEN ON SEVEN,111 N WABASH AVE ,2015-05-18T00:00:00.000,3
SOUNDING,1200 S LAKE SHORE DR ,2015-05-18T00:00:00.000,4
O'VIE BAR AND GRILL,120 N CANAL ST ,2015-05-19T00:00:00.000,3
WHOLE FOODS MARKET,1101 S CANAL ST ,2015-05-21T00:00:00.000,4
CVS/PHARMACY #4061,520 S STATE ST ,2015-05-22T00:00:00.000,5
THE CONGRESS HOTEL,520 S MICHIGAN AVE ,2015-05-22T00:00:00.000,3
I DREAM OF FALAFEL,331-333 S FRANKLIN ST ,2015-05-26T00:00:00.000,5
LITTLE BRANCH CAFE,1251 S PRAIRIE AVE ,2015-05-27T00:00:00.000,4
LITTTLE BRANCH CAFE, INC.,1251 S PRAIRIE AVE ,2015-05-27T00:00:00.000,-2
EUREST DINING SERVICES,50 S LA SALLE ST ,2015-05-28T00:00:00.000,5
PANERA BREAD #1004,525 S STATE ST ,2015-05-29T00:00:00.000,4
MA&I,1234 S MICHIGAN AVE ,2015-06-03T00:00:00.000,1
BOMBON CAKE GALLERY AND DESIGN,138 S ASHLAND AVE ,2015-06-03T00:00:00.000,4
W CHICAGO-CITY CENTER,172 W ADAMS ST ,2015-06-04T00:00:00.000,3
WALGREENS # 07179,2 E ROOSEVELT RD ,2015-06-05T00:00:00.000,3
EAST COAST PANTRY CHICAGO,611 S WELLS ST ,2015-06-08T00:00:00.000,4
MA&I,1234 S MICHIGAN AVE ,2015-06-12T00:00:00.000,1
LA LUCE,1393 W LAKE ST ,2015-06-12T00:00:00.000,1
ALHAMBRA PALACE RESTAURANT,1240 W RANDOLPH ST ,2015-06-15T00:00:00.000,3
ROSEBUD PRIME,1 S DEARBORN ST ,2015-06-15T00:00:00.000,5
ALHAMBRA PALACE RESTAURANT,1240 W RANDOLPH ST ,2015-06-17T00:00:00.000,3
HAROLD'S CHICKEN,804 W WASHINGTON BLVD ,2015-06-17T00:00:00.000,2
LA SIRENA CLANDESTINA,954 W FULTON MARKET ,2015-06-17T00:00:00.000,3
KURAH,1355 S MICHIGAN AVE ,2015-06-18T00:00:00.000,4
KINDERCARE LEARNING CENTERS,1501 S STATE ST ,2015-06-19T00:00:00.000,3
PANERA BREAD #987,1101 S CANAL ST ,2015-06-22T00:00:00.000,4
JW MARRIOTT HOTEL CHICAGO,151 W ADAMS ST ,2015-06-22T00:00:00.000,4
RUSTLE & ROUX,227 W MONROE ST ,2015-06-23T00:00:00.000,5
GIRL & THE GOAT,809-813 W RANDOLPH ST ,2015-06-29T00:00:00.000,3
BAR LOUIE,47 W POLK ST ,2015-06-29T00:00:00.000,4
GOLDEN THAI,1509 W TAYLOR ST ,2015-06-30T00:00:00.000,5
MCDONALD'S RESTAURANT,233 N MICHIGAN AVE ,2015-07-02T00:00:00.000,3
DUNKIN DONUTS,22 E ROOSEVELT RD ,2015-07-02T00:00:00.000,5
ALONTI DELI,300 S RIVERSIDE PLZ ,2015-07-06T00:00:00.000,3
POTBELLY SANDWICH WORKS LLC,1 N LA SALLE ST ,2015-07-07T00:00:00.000,4
POLK STREET CO.,548 W POLK ST ,2015-07-07T00:00:00.000,3
ACANTO,18 S MICHIGAN AVE ,2015-07-13T00:00:00.000,3
THE GAGE,24 S MICHIGAN AVE ,2015-07-13T00:00:00.000,5
POTBELLY SANDWICH SHOP,1018 S CANAL ST ,2015-07-15T00:00:00.000,4
DUNKIN DONUTS,300 E RANDOLPH ST ,2015-07-15T00:00:00.000,5
AU CHEVAL,800 W RANDOLPH ST ,2015-07-16T00:00:00.000,5
ARAMARK-FIELD MUSEUM,1400 S LAKE SHORE DR ,2015-07-16T00:00:00.000,4
TAQUERIA LA LAGARTIJA,132 S ASHLAND AVE ,2015-07-16T00:00:00.000,3
FONTANO SUBS,332 S MICHIGAN AVE ,2015-07-17T00:00:00.000,5
JEWEL FOOD  STORE # 3345,1224 S WABASH AVE ,2015-07-17T00:00:00.000,5
EPIC BURGER,517 S STATE ST ,2015-07-21T00:00:00.000,3
CHIPOTLE MEXICAN GRILL,8 E MADISON ST ,2015-07-23T00:00:00.000,4
ROSATIS PIZZA,1339 S HALSTED ST ,2015-07-24T00:00:00.000,4
7-ELEVEN #32889B,48 N WELLS ST ,2015-07-27T00:00:00.000,5
MORGAN STREET CAFE,111 S MORGAN ST ,2015-07-30T00:00:00.000,3
GREYHOUND LINES INC,630 W HARRISON ST ,2015-07-30T00:00:00.000,3
MR. SUBMARINE,37 N WELLS ST ,2015-08-05T00:00:00.000,3
ROSEBUD CAFE,1500 W TAYLOR ST ,2015-08-05T00:00:00.000,3
THE VAULT CAFE,135 S LA SALLE ST ,2015-08-05T00:00:00.000,5
THE GARAGE,116 N ABERDEEN ST ,2015-08-05T00:00:00.000,0
STARBUCKS,300 E RANDOLPH ST ,2015-08-05T00:00:00.000,5
NARA,1132 S WABASH ,2015-08-06T00:00:00.000,4
NARA,1132 S WABASH ,2015-08-06T00:00:00.000,4
MAXIM'S RESTAURANT INC,20 N CLARK ST ,2015-08-07T00:00:00.000,3
BASCULE WINE BAR & AMERICAN BISTRO,1421 W TAYLOR ,2015-08-07T00:00:00.000,2
MAXIM'S RESTAURANT INC,20 N CLARK ST ,2015-08-11T00:00:00.000,3
THE PARK GRILL,11-35 N MICHIGAN AVE ,2015-08-11T00:00:00.000,5
MAXIM'S RESTAURANT INC,20 N CLARK ST ,2015-08-13T00:00:00.000,3
MAXIM'S RESTAURANT INC,20 N CLARK ST ,2015-08-14T00:00:00.000,3
RESIDENCE INN CHICAGO DOWNTOWN,11 S LA SALLE ST ,2015-08-18T00:00:00.000,4
MAXIM'S RESTAURANT INC,20 N CLARK ST ,2015-08-18T00:00:00.000,3
DUNKIN DONUTS,27 W LAKE ST ,2015-08-18T00:00:00.000,5
RESIDENCE INN CHICAGO DOWNTOWN,11 S LA SALLE ST ,2015-08-18T00:00:00.000,4
RESIDENCE INN CHICAGO DOWNTOWN,11 S LA SALLE ST ,2015-08-18T00:00:00.000,4
RESIDENCE INN CHICAGO DOWNTOWN,11 S LA SALLE ST ,2015-08-18T00:00:00.000,4
G GYROS,17 S WABASH AVE ,2015-08-19T00:00:00.000,2
MAXIM'S RESTAURANT INC,20 N CLARK ST ,2015-08-20T00:00:00.000,3
GEPADE CAFFE,60 E ADAMS ST ,2015-08-24T00:00:00.000,4
DUNKIN DONUTS,39 W JACKSON BLVD ,2015-08-25T00:00:00.000,5
VIVO RESTAURANT,838 W RANDOLPH ST ,2015-08-26T00:00:00.000,-5
POTBELLY SANDWICH WORKS LLC,542 S Dearborn ST ,2015-08-27T00:00:00.000,4
KAISER TIGER,1415 W RANDOLPH ST ,2015-08-27T00:00:00.000,5
GYU-KAKU RESTAURANT,1364 W RANDOLPH ST ,2015-08-27T00:00:00.000,3
MELI CAFE ON DEARBORN,500 S DEARBORN ST ,2015-08-27T00:00:00.000,4
GYU-KAKU RESTAURANT,1364 W RANDOLPH ST ,2015-08-27T00:00:00.000,3
VIVO RESTAURANT,838 W RANDOLPH ST ,2015-08-28T00:00:00.000,-5
PEET'S COFFEE & TEA,20 N MICHIGAN AVE ,2015-08-28T00:00:00.000,3
Subway,236 S State ST ,2015-08-28T00:00:00.000,-3
CHIPOTLE,1132 S CLINTON ST ,2015-08-31T00:00:00.000,4
GRUB RESTAURANT CHICAGO,1230 W TAYLOR ST ,2015-09-03T00:00:00.000,1
BOTTOM LOUNGE,1375 W LAKE ST ,2015-09-04T00:00:00.000,5
SUBWAY,201 N CLARK ST ,2015-09-04T00:00:00.000,5
SOCIALE AND CAFE PRESS,800 S CLARK ST ,2015-09-08T00:00:00.000,4
SOCIALE AND CAFE PRESS,800 S CLARK ST ,2015-09-08T00:00:00.000,4
JASON'S DELI,1258 S CANAL ST ,2015-09-09T00:00:00.000,3
EPPLES RESTAURANT,554 W ROOSEVELT RD ,2015-09-10T00:00:00.000,3
WESTEND BAR & GRILL,1326-1328 W MADISON ST ,2015-09-11T00:00:00.000,3
Qdoba Mexican Eats #2621,100 N LA SALLE ST ,2015-09-11T00:00:00.000,5
CHIPOTLE MEXICAN GRILL,316 N MICHIGAN AVE ,2015-09-14T00:00:00.000,4
BRIGHT HORIZONS AT COOK COUNTY,40 N DEARBORN ,2015-09-15T00:00:00.000,3
MONTEVERDE,1020-1022 W MADISON ST ,2015-09-17T00:00:00.000,4
MONTEVERDE,1020-1022 W MADISON ST ,2015-09-17T00:00:00.000,4
MONTEVERDE,1020-1022 W MADISON ST ,2015-09-17T00:00:00.000,4
CHIPOTLE MEXICAN GRILL,316 N MICHIGAN AVE ,2015-09-21T00:00:00.000,4
POPEYES/GOLD COAST DOGS,159 N WABASH AVE ,2015-09-21T00:00:00.000,3
BUFFALO WILD WINGS,513 W TAYLOR ST ,2015-09-22T00:00:00.000,4
KRAMERS HEALTH FOODS,230 S WABASH AVE ,2015-09-22T00:00:00.000,3
DUNKIN DONUTS,201 W LAKE ST ,2015-09-22T00:00:00.000,5
BUFFALO WILD WINGS,513 W TAYLOR ST ,2015-09-22T00:00:00.000,4
ATINO'S PIZZA # 2 INC,570-572 W ROOSEVELT RD ,2015-09-22T00:00:00.000,3
SWIFT & SONS,1000 W FULTON MARKET ,2015-09-24T00:00:00.000,4
SWIFT & SONS,1000 W FULTON MARKET ,2015-09-24T00:00:00.000,4
RENAISSANCE CHICAGO HOTEL,1 W WACKER DR ,2015-09-28T00:00:00.000,4
DUNKIN DONUTS,201 W LAKE ST ,2015-09-29T00:00:00.000,5
BLUE PLATE CATERING LTD.,1061 W VAN BUREN ST ,2015-09-30T00:00:00.000,5
LATINICITY,108 N STATE ST ,2015-09-30T00:00:00.000,4
LATINICITY,108 N STATE ST ,2015-09-30T00:00:00.000,4
VIAGGIO,1330 W MADISON ST ,2015-10-01T00:00:00.000,3
